CustomerID,Country,OrderDate,OrderValue
CUST-00015,Netherlands,2024-10-11,391.09
CUST-00015,Netherlands,2024-12-02,470.38
CUST-00015,Netherlands,2024-03-23,526.25
CUST-00015,Netherlands,2024-03-22,464.14
CUST-00015,Netherlands,2024-11-21,478.41
CUST-00015,Netherlands,2024-10-24,236.68
CUST-00015,Netherlands,2024-06-01,491.45
CUST-00015,Netherlands,2024-04-18,298.18
CUST-00015,Netherlands,2024-12-14,418.0
CUST-00015,Netherlands,2024-07-20,268.79
CUST-00015,Netherlands,2024-06-28,251.77
CUST-00015,Netherlands,2024-09-25,349.49
CUST-00015,Netherlands,2024-06-10,410.37
CUST-00015,Netherlands,2024-12-10,505.25
CUST-00015,Netherlands,2024-12-15,484.33
CUST-00015,Netherlands,2024-09-11,458.8
CUST-00015,Netherlands,2024-08-21,400.01
CUST-00015,Netherlands,2024-10-06,328.69
CUST-00015,Netherlands,2024-11-25,406.98
CUST-00015,Netherlands,2024-04-03,380.34
CUST-00015,Netherlands,2024-10-14,490.81
CUST-00015,Netherlands,2024-06-10,342.17
CUST-00016,UK,2023-08-09,53.48
CUST-00016,UK,2023-07-11,55.26
CUST-00016,UK,2023-11-19,44.33
CUST-00017,Belgium,2024-04-29,177.49
CUST-00017,Belgium,2024-04-19,139.36
CUST-00017,Belgium,2024-09-19,171.84
CUST-00017,Belgium,2024-06-14,140.18
CUST-00017,Belgium,2024-05-27,56.42
CUST-00017,Belgium,2024-04-13,90.43
CUST-00017,Belgium,2024-03-18,125.82
CUST-00017,Belgium,2024-10-05,169.01
CUST-00017,Belgium,2024-11-20,151.4
CUST-00018,UK,2024-09-05,67.94
CUST-00018,UK,2024-04-03,107.56
CUST-00018,UK,2024-03-19,57.57
CUST-00018,UK,2024-03-17,125.26
CUST-00018,UK,2024-05-25,86.54
CUST-00019,UK,2024-08-23,164.33
CUST-00019,UK,2024-10-23,234.55
CUST-00019,UK,2024-05-05,279.28
CUST-00019,UK,2024-06-16,168.39
CUST-00019,UK,2024-07-14,351.82
CUST-00019,UK,2024-11-04,266.75
CUST-00019,UK,2024-09-22,235.92
CUST-00019,UK,2024-07-10,325.25
CUST-00019,UK,2024-08-20,274.1
CUST-00019,UK,2024-04-05,295.75
CUST-00019,UK,2024-06-25,180.57
CUST-00019,UK,2024-08-26,156.08
CUST-00019,UK,2024-07-08,176.77
CUST-00019,UK,2024-09-18,248.7
CUST-00020,France,2024-05-30,120.97
CUST-00020,France,2024-11-04,82.3
CUST-00021,UK,2024-02-19,240.04
CUST-00021,UK,2023-11-22,121.36
CUST-00021,UK,2023-12-03,269.84
CUST-00021,UK,2023-12-25,264.72
CUST-00022,UK,2024-05-31,231.0
CUST-00022,UK,2024-05-28,119.64
CUST-00022,UK,2024-06-07,164.3
CUST-00023,UK,2024-11-01,142.59
CUST-00023,UK,2024-01-24,280.82
CUST-00023,UK,2024-02-16,194.62
CUST-00023,UK,2024-02-11,114.34
CUST-00023,UK,2024-08-01,156.75
CUST-00023,UK,2024-10-09,172.78
CUST-00023,UK,2024-06-29,171.62
CUST-00023,UK,2024-09-03,108.4
CUST-00023,UK,2024-10-08,173.01
CUST-00023,UK,2024-01-20,130.35
CUST-00023,UK,2024-06-04,117.53
CUST-00023,UK,2024-10-21,111.35
CUST-00023,UK,2024-08-29,212.14
CUST-00023,UK,2024-10-13,122.64
CUST-00024,France,2023-06-21,110.61
CUST-00025,France,2024-11-07,167.86
CUST-00026,UK,2023-08-14,35.36
CUST-00026,UK,2024-04-02,34.76
CUST-00027,Germany,2023-06-17,66.23
CUST-00028,UK,2024-09-13,104.42
CUST-00028,UK,2024-03-23,182.81
CUST-00028,UK,2024-07-09,87.84
CUST-00028,UK,2024-06-05,190.07
CUST-00028,UK,2024-05-10,146.13
CUST-00028,UK,2024-06-25,190.54
CUST-00028,UK,2024-02-24,190.98
CUST-00029,UK,2024-09-29,498.3
CUST-00029,UK,2024-04-14,757.95
CUST-00029,UK,2024-03-14,627.78
CUST-00029,UK,2024-07-25,694.97
CUST-00029,UK,2024-06-23,479.64
CUST-00029,UK,2024-03-24,955.39
CUST-00029,UK,2024-08-11,522.56
CUST-00029,UK,2024-08-23,632.82
CUST-00029,UK,2024-12-19,402.25
CUST-00029,UK,2024-07-12,331.67
CUST-00029,UK,2024-07-30,490.42
CUST-00029,UK,2024-06-07,602.59
CUST-00029,UK,2024-04-03,672.91
CUST-00029,UK,2024-08-02,507.35
CUST-00029,UK,2024-08-03,445.36
CUST-00029,UK,2024-07-29,477.57
CUST-00030,UK,2024-12-10,840.68
CUST-00030,UK,2024-07-10,524.31
CUST-00030,UK,2024-06-17,484.82
CUST-00030,UK,2024-11-27,656.86
CUST-00030,UK,2024-12-22,519.54
CUST-00030,UK,2024-03-05,650.99
CUST-00030,UK,2024-08-11,852.44
CUST-00030,UK,2024-10-07,825.61
CUST-00030,UK,2024-12-12,732.78
CUST-00030,UK,2024-05-30,805.98
CUST-00030,UK,2024-10-04,476.94
CUST-00030,UK,2024-08-09,444.54
CUST-00030,UK,2024-12-13,641.54
CUST-00030,UK,2024-11-26,762.65
CUST-00030,UK,2024-04-29,400.37
CUST-00030,UK,2024-07-27,618.9
CUST-00030,UK,2024-11-08,1223.55
CUST-00030,UK,2024-06-23,681.89
CUST-00030,UK,2024-12-10,875.5
CUST-00030,UK,2024-11-06,843.38
CUST-00030,UK,2024-03-09,633.32
CUST-00030,UK,2024-05-29,813.02
CUST-00030,UK,2024-11-25,836.79
CUST-00030,UK,2024-07-14,666.71
CUST-00030,UK,2024-10-12,909.32
CUST-00030,UK,2024-05-01,852.92
CUST-00030,UK,2024-05-05,1093.67
CUST-00030,UK,2024-04-01,243.23
CUST-00030,UK,2024-10-06,732.98
CUST-00030,UK,2024-08-23,460.6
CUST-00030,UK,2024-03-16,672.61
CUST-00030,UK,2024-07-31,752.09
CUST-00030,UK,2024-08-13,968.55
CUST-00030,UK,2024-03-15,942.1
CUST-00030,UK,2024-12-10,563.02
CUST-00030,UK,2024-05-31,576.79
CUST-00030,UK,2024-12-14,607.61
CUST-00031,UK,2024-10-25,102.89
CUST-00032,UK,2024-07-05,197.47
CUST-00033,UK,2024-11-26,102.38
CUST-00033,UK,2024-04-15,45.64
CUST-00034,UK,2024-07-04,95.32
CUST-00035,UK,2024-08-13,371.44
CUST-00035,UK,2024-05-21,283.34
CUST-00035,UK,2024-11-24,490.81
CUST-00035,UK,2024-05-18,547.94
CUST-00035,UK,2024-10-23,873.91
CUST-00035,UK,2024-05-09,601.56
CUST-00035,UK,2024-06-07,529.31
CUST-00035,UK,2024-07-05,348.52
CUST-00035,UK,2024-12-10,736.48
CUST-00035,UK,2024-07-24,562.3
CUST-00035,UK,2024-06-02,711.78
CUST-00035,UK,2024-12-12,524.41
CUST-00035,UK,2024-11-20,508.2
CUST-00035,UK,2024-03-31,724.32
CUST-00035,UK,2024-10-09,701.57
CUST-00035,UK,2024-08-20,748.46
CUST-00035,UK,2024-10-17,772.66
CUST-00035,UK,2024-05-15,423.73
CUST-00035,UK,2024-10-24,578.98
CUST-00035,UK,2024-11-27,682.23
CUST-00035,UK,2024-03-13,355.39
CUST-00035,UK,2024-06-10,883.19
CUST-00035,UK,2024-04-06,859.97
CUST-00035,UK,2024-05-15,665.52
CUST-00035,UK,2024-04-08,100.82
CUST-00035,UK,2024-03-07,431.11
CUST-00035,UK,2024-12-05,616.08
CUST-00035,UK,2024-08-12,762.18
CUST-00035,UK,2024-07-30,1005.31
CUST-00035,UK,2024-11-21,874.9
CUST-00035,UK,2024-05-10,782.56
CUST-00035,UK,2024-04-22,745.13
CUST-00035,UK,2024-09-02,559.18
CUST-00035,UK,2024-04-20,492.34
CUST-00035,UK,2024-07-31,311.44
CUST-00035,UK,2024-07-07,566.17
CUST-00035,UK,2024-02-17,648.31
CUST-00035,UK,2024-04-28,886.11
CUST-00035,UK,2024-04-01,642.13
CUST-00035,UK,2024-08-05,782.04
CUST-00035,UK,2024-09-26,587.5
CUST-00035,UK,2024-12-08,547.17
CUST-00035,UK,2024-07-02,919.55
CUST-00035,UK,2024-11-22,788.41
CUST-00035,UK,2024-07-12,567.9
CUST-00035,UK,2024-04-29,851.34
CUST-00036,UK,2023-11-28,70.21
CUST-00036,UK,2023-09-25,77.35
CUST-00037,Spain,2024-12-13,193.16
CUST-00037,Spain,2024-02-24,536.94
CUST-00037,Spain,2024-10-07,388.57
CUST-00037,Spain,2024-07-23,555.4
CUST-00037,Spain,2024-05-05,249.81
CUST-00037,Spain,2024-04-26,569.73
CUST-00037,Spain,2024-03-18,234.92
CUST-00037,Spain,2024-03-18,327.13
CUST-00037,Spain,2024-11-30,308.59
CUST-00037,Spain,2024-08-30,444.26
CUST-00037,Spain,2024-10-10,391.71
CUST-00037,Spain,2024-07-06,384.07
CUST-00037,Spain,2024-07-01,375.53
CUST-00037,Spain,2024-06-05,327.93
CUST-00037,Spain,2024-09-02,541.31
CUST-00037,Spain,2024-05-02,580.21
CUST-00037,Spain,2024-06-12,341.89
CUST-00037,Spain,2024-06-26,704.49
CUST-00037,Spain,2024-10-04,321.59
CUST-00037,Spain,2024-06-18,480.16
CUST-00037,Spain,2024-10-21,277.65
CUST-00037,Spain,2024-05-05,438.07
CUST-00037,Spain,2024-05-26,543.99
CUST-00037,Spain,2024-03-16,641.49
CUST-00037,Spain,2024-07-19,312.75
CUST-00037,Spain,2024-03-12,333.48
CUST-00037,Spain,2024-03-12,325.98
CUST-00037,Spain,2024-09-01,351.66
CUST-00037,Spain,2024-03-02,341.81
CUST-00037,Spain,2024-09-24,277.38
CUST-00037,Spain,2024-04-13,325.53
CUST-00037,Spain,2024-04-22,177.75
CUST-00037,Spain,2024-07-20,206.8
CUST-00037,Spain,2024-06-18,366.34
CUST-00037,Spain,2024-11-03,497.13
CUST-00037,Spain,2024-11-04,366.23
CUST-00037,Spain,2024-06-28,321.24
CUST-00037,Spain,2024-11-10,315.81
CUST-00037,Spain,2024-03-28,351.19
CUST-00037,Spain,2024-06-06,536.84
CUST-00037,Spain,2024-07-08,359.84
CUST-00038,UK,2023-03-27,50.03
CUST-00039,UK,2024-03-31,82.16
CUST-00039,UK,2024-06-01,57.37
CUST-00039,UK,2024-03-15,164.58
CUST-00039,UK,2024-03-19,100.99
CUST-00039,UK,2024-07-28,120.1
CUST-00039,UK,2024-04-02,64.29
CUST-00040,Netherlands,2024-11-04,279.85
CUST-00040,Netherlands,2024-04-24,499.01
CUST-00040,Netherlands,2024-02-11,299.47
CUST-00040,Netherlands,2024-05-22,439.8
CUST-00040,Netherlands,2024-07-16,410.28
CUST-00040,Netherlands,2024-07-03,330.08
CUST-00040,Netherlands,2024-09-16,525.53
CUST-00040,Netherlands,2024-08-31,384.76
CUST-00040,Netherlands,2024-02-18,694.74
CUST-00040,Netherlands,2024-09-01,173.58
CUST-00040,Netherlands,2024-05-24,594.61
CUST-00040,Netherlands,2024-12-01,170.87
CUST-00040,Netherlands,2024-10-31,345.44
CUST-00040,Netherlands,2024-02-16,562.55
CUST-00040,Netherlands,2024-05-01,436.84
CUST-00040,Netherlands,2024-10-29,566.83
CUST-00040,Netherlands,2024-03-21,312.23
CUST-00040,Netherlands,2024-07-18,454.76
CUST-00040,Netherlands,2024-04-15,203.61
CUST-00040,Netherlands,2024-05-16,667.83
CUST-00040,Netherlands,2024-09-20,446.94
CUST-00040,Netherlands,2024-04-13,301.27
CUST-00040,Netherlands,2024-09-23,565.08
CUST-00040,Netherlands,2024-07-07,231.96
CUST-00040,Netherlands,2024-03-01,177.13
CUST-00041,UK,2023-12-09,231.55
CUST-00041,UK,2024-05-12,104.95
CUST-00041,UK,2024-02-15,244.89
CUST-00042,UK,2024-06-21,147.63
CUST-00042,UK,2024-02-13,145.59
CUST-00043,UK,2023-11-12,121.76
CUST-00043,UK,2024-04-26,87.7
CUST-00044,Germany,2023-05-22,47.92
CUST-00044,Germany,2023-07-12,80.62
CUST-00044,Germany,2024-01-12,70.5
CUST-00045,France,2023-07-05,51.67
CUST-00045,France,2023-05-14,64.38
CUST-00045,France,2023-10-24,55.35
CUST-00046,France,2024-07-20,1029.19
CUST-00046,France,2024-06-01,798.02
CUST-00046,France,2024-04-22,726.39
CUST-00046,France,2024-06-21,415.8
CUST-00046,France,2024-12-06,612.26
CUST-00046,France,2024-03-07,1059.35
CUST-00046,France,2024-07-03,802.09
CUST-00046,France,2024-03-20,623.53
CUST-00046,France,2024-10-26,903.47
CUST-00046,France,2024-07-25,701.98
CUST-00046,France,2024-08-29,680.6
CUST-00046,France,2024-08-29,789.76
CUST-00046,France,2024-12-08,1126.86
CUST-00046,France,2024-05-24,518.94
CUST-00046,France,2024-11-28,771.82
CUST-00046,France,2024-05-12,494.49
CUST-00047,UK,2023-12-12,50.95
CUST-00047,UK,2024-05-02,22.19
CUST-00047,UK,2024-01-16,37.16
CUST-00048,Netherlands,2024-02-03,25.97
CUST-00049,UK,2024-02-23,180.87
CUST-00050,UK,2024-09-14,84.88
CUST-00050,UK,2024-09-16,148.43
CUST-00051,UK,2024-06-16,481.84
CUST-00051,UK,2024-07-24,666.45
CUST-00051,UK,2024-04-14,847.88
CUST-00051,UK,2024-11-28,491.26
CUST-00051,UK,2024-03-17,656.55
CUST-00051,UK,2024-12-03,656.15
CUST-00051,UK,2024-12-24,973.36
CUST-00051,UK,2024-12-10,673.46
CUST-00051,UK,2024-08-10,553.98
CUST-00051,UK,2024-03-12,653.92
CUST-00051,UK,2024-09-03,689.14
CUST-00051,UK,2024-03-29,800.92
CUST-00051,UK,2024-05-26,858.41
CUST-00051,UK,2024-06-05,814.69
CUST-00051,UK,2024-09-19,667.47
CUST-00051,UK,2024-04-04,699.95
CUST-00051,UK,2024-03-25,472.74
CUST-00051,UK,2024-08-27,653.01
CUST-00051,UK,2024-09-18,610.82
CUST-00051,UK,2024-08-26,493.3
CUST-00051,UK,2024-08-04,779.02
CUST-00051,UK,2024-12-22,1163.77
CUST-00051,UK,2024-07-11,801.94
CUST-00051,UK,2024-07-21,801.93
CUST-00051,UK,2024-03-11,677.88
CUST-00051,UK,2024-08-11,837.77
CUST-00051,UK,2024-09-15,430.43
CUST-00051,UK,2024-09-30,525.72
CUST-00051,UK,2024-09-01,688.7
CUST-00051,UK,2024-10-19,401.29
CUST-00051,UK,2024-08-12,577.08
CUST-00051,UK,2024-04-19,372.51
CUST-00051,UK,2024-08-07,963.08
CUST-00051,UK,2024-06-23,729.1
CUST-00051,UK,2024-04-26,1047.59
CUST-00051,UK,2024-08-30,817.43
CUST-00051,UK,2024-11-12,486.15
CUST-00051,UK,2024-05-28,906.51
CUST-00052,UK,2024-05-10,216.76
CUST-00052,UK,2024-07-14,289.17
CUST-00053,UK,2023-10-02,42.04
CUST-00053,UK,2023-08-19,58.66
CUST-00053,UK,2023-05-02,45.91
CUST-00054,Spain,2024-03-26,214.33
CUST-00054,Spain,2023-12-09,320.24
CUST-00054,Spain,2024-02-26,294.02
CUST-00054,Spain,2024-02-12,207.42
CUST-00055,Netherlands,2024-01-03,132.78
CUST-00055,Netherlands,2024-01-16,131.75
CUST-00055,Netherlands,2024-06-03,141.55
CUST-00055,Netherlands,2024-07-09,169.31
CUST-00055,Netherlands,2024-08-19,180.25
CUST-00055,Netherlands,2024-03-09,137.87
CUST-00055,Netherlands,2024-07-23,175.95
CUST-00056,France,2024-07-13,278.09
CUST-00056,France,2024-05-22,332.97
CUST-00056,France,2024-11-26,188.22
CUST-00056,France,2024-04-26,367.63
CUST-00056,France,2024-07-15,391.59
CUST-00056,France,2024-12-07,295.32
CUST-00056,France,2024-08-25,151.22
CUST-00056,France,2024-04-01,274.15
CUST-00056,France,2024-03-24,213.14
CUST-00056,France,2024-11-26,267.43
CUST-00056,France,2024-09-23,288.59
CUST-00056,France,2024-06-12,287.44
CUST-00056,France,2024-12-08,353.41
CUST-00056,France,2024-08-18,239.48
CUST-00056,France,2024-11-29,284.78
CUST-00056,France,2024-09-21,258.91
CUST-00056,France,2024-05-16,341.0
CUST-00056,France,2024-12-02,148.46
CUST-00056,France,2024-08-21,300.38
CUST-00056,France,2024-04-21,313.71
CUST-00056,France,2024-05-09,206.66
CUST-00056,France,2024-09-10,330.28
CUST-00056,France,2024-12-19,324.8
CUST-00056,France,2024-10-14,166.67
CUST-00056,France,2024-07-21,274.9
CUST-00056,France,2024-05-07,92.56
CUST-00056,France,2024-11-23,316.95
CUST-00056,France,2024-10-27,359.22
CUST-00056,France,2024-09-13,364.85
CUST-00056,France,2024-03-22,398.52
CUST-00056,France,2024-08-21,246.74
CUST-00056,France,2024-05-04,330.63
CUST-00056,France,2024-03-12,249.98
CUST-00056,France,2024-03-31,196.91
CUST-00056,France,2024-12-04,187.7
CUST-00056,France,2024-08-24,240.1
CUST-00056,France,2024-05-29,192.83
CUST-00056,France,2024-10-05,375.85
CUST-00056,France,2024-04-28,237.61
CUST-00056,France,2024-09-30,293.05
CUST-00057,UK,2024-08-07,324.12
CUST-00057,UK,2024-06-13,405.05
CUST-00057,UK,2024-05-16,543.46
CUST-00057,UK,2024-04-24,518.52
CUST-00057,UK,2024-10-29,487.8
CUST-00057,UK,2024-03-21,379.29
CUST-00057,UK,2024-02-26,450.11
CUST-00057,UK,2024-05-23,725.43
CUST-00057,UK,2024-11-24,597.07
CUST-00057,UK,2024-03-29,561.58
CUST-00057,UK,2024-03-29,436.23
CUST-00057,UK,2024-10-27,505.03
CUST-00057,UK,2024-06-12,732.27
CUST-00057,UK,2024-03-06,614.62
CUST-00057,UK,2024-09-29,565.4
CUST-00057,UK,2024-07-13,369.54
CUST-00057,UK,2024-08-16,439.36
CUST-00057,UK,2024-10-30,283.83
CUST-00057,UK,2024-09-08,411.83
CUST-00057,UK,2024-07-10,358.6
CUST-00057,UK,2024-03-23,593.46
CUST-00057,UK,2024-10-29,490.71
CUST-00057,UK,2024-10-07,520.77
CUST-00057,UK,2024-12-15,453.23
CUST-00057,UK,2024-02-25,819.28
CUST-00057,UK,2024-12-11,403.41
CUST-00057,UK,2024-04-27,299.11
CUST-00057,UK,2024-05-26,374.06
CUST-00057,UK,2024-05-27,251.53
CUST-00057,UK,2024-02-25,163.86
CUST-00057,UK,2024-11-07,384.94
CUST-00057,UK,2024-05-25,485.81
CUST-00057,UK,2024-07-27,594.07
CUST-00057,UK,2024-06-16,482.39
CUST-00057,UK,2024-05-03,422.8
CUST-00057,UK,2024-12-11,259.82
CUST-00057,UK,2024-10-27,578.87
CUST-00057,UK,2024-03-07,671.31
CUST-00057,UK,2024-08-25,688.79
CUST-00057,UK,2024-08-19,344.87
CUST-00057,UK,2024-07-08,488.38
CUST-00057,UK,2024-11-23,534.24
CUST-00057,UK,2024-06-25,462.48
CUST-00057,UK,2024-10-12,308.39
CUST-00057,UK,2024-07-10,95.33
CUST-00057,UK,2024-08-21,761.54
CUST-00058,Germany,2024-11-17,239.01
CUST-00059,Spain,2023-11-28,102.98
CUST-00059,Spain,2024-06-24,81.98
CUST-00059,Spain,2024-02-21,11.78
CUST-00059,Spain,2024-07-17,42.6
CUST-00059,Spain,2024-07-29,82.13
CUST-00060,UK,2023-10-20,147.97
CUST-00060,UK,2024-03-26,105.0
CUST-00060,UK,2024-04-16,220.43
CUST-00061,UK,2023-10-06,122.65
CUST-00061,UK,2023-12-27,147.72
CUST-00061,UK,2023-09-30,177.23
CUST-00062,Germany,2023-12-13,116.1
CUST-00062,Germany,2023-08-07,85.72
CUST-00063,Belgium,2023-04-14,41.21
CUST-00064,Germany,2024-02-24,183.73
CUST-00064,Germany,2024-05-06,238.47
CUST-00064,Germany,2024-01-21,255.49
CUST-00064,Germany,2024-04-09,117.04
CUST-00064,Germany,2024-07-09,227.71
CUST-00064,Germany,2024-06-14,316.01
CUST-00064,Germany,2024-03-22,377.05
CUST-00065,Germany,2024-07-20,516.41
CUST-00065,Germany,2024-03-14,1005.18
CUST-00065,Germany,2024-09-27,585.8
CUST-00065,Germany,2024-12-11,951.67
CUST-00065,Germany,2024-03-11,593.71
CUST-00065,Germany,2024-06-27,638.81
CUST-00065,Germany,2024-04-18,1076.3
CUST-00065,Germany,2024-08-16,588.19
CUST-00065,Germany,2024-03-21,1109.29
CUST-00065,Germany,2024-12-15,945.02
CUST-00065,Germany,2024-09-16,513.12
CUST-00065,Germany,2024-08-22,482.08
CUST-00065,Germany,2024-09-01,1228.13
CUST-00065,Germany,2024-09-02,645.75
CUST-00065,Germany,2024-09-28,591.1
CUST-00065,Germany,2024-08-08,858.53
CUST-00065,Germany,2024-11-03,611.89
CUST-00065,Germany,2024-08-08,327.42
CUST-00065,Germany,2024-03-29,771.99
CUST-00065,Germany,2024-12-21,1043.3
CUST-00065,Germany,2024-04-08,760.88
CUST-00065,Germany,2024-11-20,463.86
CUST-00066,UK,2024-11-01,518.56
CUST-00066,UK,2024-09-23,520.13
CUST-00066,UK,2024-10-15,510.39
CUST-00066,UK,2024-04-09,577.13
CUST-00066,UK,2024-11-14,467.54
CUST-00066,UK,2024-11-23,536.68
CUST-00066,UK,2024-06-21,790.03
CUST-00066,UK,2024-07-21,625.06
CUST-00066,UK,2024-08-17,796.18
CUST-00066,UK,2024-09-23,674.31
CUST-00066,UK,2024-12-18,566.03
CUST-00066,UK,2024-10-07,430.05
CUST-00066,UK,2024-11-22,206.49
CUST-00066,UK,2024-10-31,712.47
CUST-00066,UK,2024-08-31,514.7
CUST-00066,UK,2024-12-10,659.26
CUST-00066,UK,2024-04-13,409.81
CUST-00066,UK,2024-10-22,222.6
CUST-00066,UK,2024-08-17,448.81
CUST-00066,UK,2024-10-18,137.41
CUST-00066,UK,2024-05-05,448.31
CUST-00066,UK,2024-10-20,491.65
CUST-00066,UK,2024-06-30,830.94
CUST-00066,UK,2024-11-13,696.25
CUST-00066,UK,2024-12-04,787.67
CUST-00066,UK,2024-11-23,529.88
CUST-00066,UK,2024-06-06,620.03
CUST-00066,UK,2024-12-02,464.14
CUST-00066,UK,2024-09-03,596.2
CUST-00066,UK,2024-11-08,768.6
CUST-00066,UK,2024-10-31,456.15
CUST-00066,UK,2024-05-09,919.14
CUST-00066,UK,2024-11-24,756.49
CUST-00066,UK,2024-11-24,427.2
CUST-00066,UK,2024-12-09,508.4
CUST-00066,UK,2024-12-17,680.35
CUST-00066,UK,2024-03-21,340.37
CUST-00066,UK,2024-12-30,649.57
CUST-00066,UK,2024-07-20,737.65
CUST-00066,UK,2024-08-20,283.76
CUST-00066,UK,2024-12-27,632.36
CUST-00066,UK,2024-04-14,560.78
CUST-00066,UK,2024-10-04,635.32
CUST-00066,UK,2024-10-22,529.21
CUST-00067,UK,2024-09-07,93.64
CUST-00067,UK,2024-04-03,239.03
CUST-00067,UK,2024-09-21,188.75
CUST-00068,UK,2024-02-18,752.52
CUST-00068,UK,2024-09-18,447.38
CUST-00068,UK,2024-02-22,1343.52
CUST-00068,UK,2024-07-13,752.47
CUST-00068,UK,2024-04-26,547.84
CUST-00068,UK,2024-06-08,917.99
CUST-00068,UK,2024-08-01,470.56
CUST-00068,UK,2024-05-26,667.66
CUST-00068,UK,2024-02-15,530.69
CUST-00068,UK,2024-07-08,603.15
CUST-00068,UK,2024-09-17,820.79
CUST-00068,UK,2024-05-19,415.64
CUST-00068,UK,2024-10-25,756.13
CUST-00068,UK,2024-05-23,837.66
CUST-00068,UK,2024-08-02,760.99
CUST-00068,UK,2024-07-27,713.41
CUST-00068,UK,2024-10-13,609.24
CUST-00068,UK,2024-06-06,499.82
CUST-00068,UK,2024-06-27,443.81
CUST-00068,UK,2024-08-02,366.14
CUST-00068,UK,2024-02-24,827.06
CUST-00068,UK,2024-11-07,996.14
CUST-00068,UK,2024-07-23,789.26
CUST-00068,UK,2024-03-14,562.95
CUST-00068,UK,2024-08-29,617.35
CUST-00069,UK,2024-06-12,591.98
CUST-00069,UK,2024-03-15,521.76
CUST-00069,UK,2024-06-17,461.37
CUST-00069,UK,2024-03-21,581.87
CUST-00069,UK,2024-12-16,386.44
CUST-00069,UK,2024-12-08,269.14
CUST-00069,UK,2024-08-20,215.68
CUST-00069,UK,2024-12-12,567.38
CUST-00069,UK,2024-08-07,530.96
